v,omega,x,y,phi,xr,yr,phir,delta
-0.0108,-0.0079,3.3835,0.3344,0.0979,3.5000,0.3429,0.0937,-0.0048
-0.0113,-0.0083,3.4831,0.3440,0.0977,3.6000,0.3523,0.0933,-0.0050
-0.0119,-0.0087,3.5826,0.3535,0.0975,3.7000,0.3616,0.0930,-0.0052
-0.0125,-0.0091,3.6821,0.3630,0.0974,3.8000,0.3709,0.0926,-0.0054
-0.0130,-0.0096,3.7817,0.3725,0.0972,3.9000,0.3802,0.0922,-0.0057
-0.0136,-0.0100,3.8813,0.3819,0.0970,4.0000,0.3894,0.0918,-0.0059
-0.0142,-0.0104,3.9808,0.3913,0.0968,4.1000,0.3986,0.0915,-0.0061
-0.0148,-0.0109,4.0804,0.4007,0.0966,4.2000,0.4078,0.0911,-0.0064
-0.0154,-0.0113,4.1799,0.4101,0.0964,4.3000,0.4169,0.0906,-0.0066
-0.0160,-0.0117,4.2795,0.4194,0.0961,4.4000,0.4259,0.0902,-0.0069
-0.0166,-0.0122,4.3791,0.4286,0.0959,4.5000,0.4350,0.0898,-0.0071
-0.0172,-0.0126,4.4786,0.4379,0.0957,4.6000,0.4439,0.0894,-0.0073
-0.0178,-0.0131,4.5782,0.4471,0.0954,4.7000,0.4529,0.0889,-0.0076
-0.0184,-0.0135,4.6778,0.4563,0.0951,4.8000,0.4618,0.0885,-0.0078
-0.0190,-0.0140,4.7774,0.4654,0.0949,4.9000,0.4706,0.0880,-0.0081
-0.0196,-0.0144,4.8770,0.4745,0.0946,5.0000,0.4794,0.0875,-0.0083
-0.0202,-0.0149,4.9766,0.4836,0.0943,5.1000,0.4882,0.0871,-0.0086
-0.0209,-0.0154,5.0761,0.4926,0.0940,5.2000,0.4969,0.0866,-0.0088
-0.0215,-0.0158,5.1757,0.5015,0.0937,5.3000,0.5055,0.0861,-0.0091
-0.0221,-0.0163,5.2753,0.5105,0.0934,5.4000,0.5141,0.0856,-0.0093
-0.0227,-0.0168,5.3750,0.5194,0.0931,5.5000,0.5227,0.0850,-0.0096
-0.0234,-0.0172,5.4746,0.5282,0.0927,5.6000,0.5312,0.0845,-0.0098
-0.0240,-0.0177,5.5742,0.5370,0.0924,5.7000,0.5396,0.0840,-0.0101
-0.0246,-0.0182,5.6738,0.5457,0.0920,5.8000,0.5480,0.0835,-0.0103
-0.0253,-0.0186,5.7734,0.5544,0.0917,5.9000,0.5564,0.0829,-0.0106
-0.0259,-0.0191,5.8730,0.5631,0.0913,6.0000,0.5646,0.0823,-0.0108
-0.0265,-0.0196,5.9727,0.5717,0.0909,6.1000,0.5729,0.0818,-0.0111
-0.0272,-0.0200,6.0723,0.5802,0.0905,6.2000,0.5810,0.0812,-0.0113
-0.0278,-0.0205,6.1719,0.5887,0.0901,6.3000,0.5891,0.0806,-0.0116
-0.0284,-0.0210,6.2716,0.5972,0.0897,6.4000,0.5972,0.0800,-0.0118
-0.0291,-0.0214,6.3712,0.6056,0.0893,6.5000,0.6052,0.0794,-0.0121
-0.0297,-0.0219,6.4709,0.6139,0.0889,6.6000,0.6131,0.0788,-0.0123
-0.0303,-0.0224,6.5706,0.6222,0.0884,6.7000,0.6210,0.0782,-0.0126
-0.0309,-0.0228,6.6702,0.6304,0.0880,6.8000,0.6288,0.0776,-0.0128
-0.0316,-0.0233,6.7699,0.6386,0.0875,6.9000,0.6365,0.0770,-0.0131
-0.0322,-0.0238,6.8696,0.6467,0.0870,7.0000,0.6442,0.0763,-0.0133
-0.0328,-0.0242,6.9692,0.6547,0.0866,7.1000,0.6518,0.0757,-0.0136
-0.0334,-0.0247,7.0689,0.6627,0.0861,7.2000,0.6594,0.0750,-0.0138
-0.0341,-0.0251,7.1686,0.6707,0.0856,7.3000,0.6669,0.0744,-0.0140
-0.0347,-0.0256,7.2683,0.6785,0.0851,7.4000,0.6743,0.0737,-0.0143
-0.0353,-0.0261,7.3680,0.6863,0.0846,7.5000,0.6816,0.0730,-0.0145
-0.0359,-0.0265,7.4677,0.6941,0.0841,7.6000,0.6889,0.0724,-0.0148
-0.0365,-0.0270,7.5674,0.7018,0.0835,7.7000,0.6961,0.0717,-0.0150
-0.0371,-0.0274,7.6671,0.7094,0.0830,7.8000,0.7033,0.0710,-0.0152
-0.0377,-0.0279,7.7668,0.7169,0.0824,7.9000,0.7104,0.0703,-0.0155
-0.0383,-0.0283,7.8666,0.7244,0.0819,8.0000,0.7174,0.0696,-0.0157
-0.0389,-0.0287,7.9663,0.7318,0.0813,8.1000,0.7243,0.0688,-0.0159
-0.0395,-0.0292,8.0660,0.7392,0.0807,8.2000,0.7311,0.0681,-0.0162
-0.0401,-0.0296,8.1658,0.7465,0.0802,8.3000,0.7379,0.0674,-0.0164
-0.0407,-0.0300,8.2655,0.7537,0.0796,8.4000,0.7446,0.0666,-0.0166
-0.0413,-0.0305,8.3652,0.7608,0.0790,8.5000,0.7513,0.0659,-0.0169
-0.0418,-0.0309,8.4650,0.7679,0.0784,8.6000,0.7578,0.0652,-0.0171
-0.0424,-0.0313,8.5648,0.7749,0.0777,8.7000,0.7643,0.0644,-0.0173
-0.0430,-0.0318,8.6645,0.7818,0.0771,8.8000,0.7707,0.0636,-0.0175
-0.0436,-0.0322,8.7643,0.7886,0.0765,8.9000,0.7771,0.0629,-0.0178
-0.0441,-0.0326,8.8641,0.7954,0.0758,9.0000,0.7833,0.0621,-0.0180
-0.0447,-0.0330,8.9638,0.8021,0.0752,9.1000,0.7895,0.0613,-0.0182
-0.0452,-0.0334,9.0636,0.8087,0.0745,9.2000,0.7956,0.0605,-0.0184
-0.0458,-0.0338,9.1634,0.8153,0.0739,9.3000,0.8016,0.0597,-0.0186
-0.0463,-0.0342,9.2632,0.8217,0.0732,9.4000,0.8076,0.0589,-0.0188
-0.0469,-0.0346,9.3630,0.8281,0.0725,9.5000,0.8134,0.0581,-0.0190
-0.0474,-0.0350,9.4628,0.8344,0.0718,9.6000,0.8192,0.0573,-0.0193
-0.0479,-0.0354,9.5626,0.8406,0.0711,9.7000,0.8249,0.0565,-0.0195
-0.0485,-0.0358,9.6624,0.8468,0.0704,9.8000,0.8305,0.0556,-0.0197
-0.0490,-0.0362,9.7623,0.8529,0.0697,9.9000,0.8360,0.0548,-0.0199
-0.0495,-0.0366,9.8621,0.8588,0.0689,10.0000,0.8415,0.0540,-0.0201
-0.0500,-0.0370,9.9619,0.8647,0.0682,10.1000,0.8468,0.0531,-0.0203
-0.0505,-0.0373,10.0618,0.8706,0.0675,10.2000,0.8521,0.0523,-0.0205
-0.0510,-0.0377,10.1616,0.8763,0.0667,10.3000,0.8573,0.0514,-0.0206
-0.0515,-0.0381,10.2614,0.8820,0.0660,10.4000,0.8624,0.0506,-0.0208
-0.0520,-0.0384,10.3613,0.8875,0.0652,10.5000,0.8674,0.0497,-0.0210
-0.0525,-0.0388,10.4611,0.8930,0.0644,10.6000,0.8724,0.0488,-0.0212
-0.0529,-0.0391,10.5610,0.8984,0.0637,10.7000,0.8772,0.0480,-0.0214
-0.0534,-0.0395,10.6609,0.9037,0.0629,10.8000,0.8820,0.0471,-0.0216
-0.0539,-0.0398,10.7607,0.9089,0.0621,10.9000,0.8866,0.0462,-0.0218
-0.0543,-0.0402,10.8606,0.9140,0.0613,11.0000,0.8912,0.0453,-0.0219
-0.0548,-0.0405,10.9605,0.9191,0.0605,11.1000,0.8957,0.0444,-0.0221
-0.0552,-0.0408,11.0604,0.9240,0.0597,11.2000,0.9001,0.0435,-0.0223
-0.0557,-0.0412,11.1603,0.9289,0.0589,11.3000,0.9044,0.0426,-0.0224
-0.0561,-0.0415,11.2602,0.9337,0.0580,11.4000,0.9086,0.0417,-0.0226
-0.0565,-0.0418,11.3601,0.9384,0.0572,11.5000,0.9128,0.0408,-0.0228
-0.0570,-0.0421,11.4600,0.9429,0.0564,11.6000,0.9168,0.0399,-0.0229
-0.0574,-0.0424,11.5599,0.9474,0.0555,11.7000,0.9208,0.0390,-0.0231
-0.0578,-0.0427,11.6598,0.9518,0.0547,11.8000,0.9246,0.0381,-0.0233
-0.0582,-0.0430,11.7597,0.9562,0.0538,11.9000,0.9284,0.0371,-0.0234
-0.0586,-0.0433,11.8596,0.9604,0.0530,12.0000,0.9320,0.0362,-0.0236
-0.0590,-0.0436,11.9595,0.9645,0.0521,12.1000,0.9356,0.0353,-0.0237
-0.0594,-0.0439,12.0594,0.9685,0.0512,12.2000,0.9391,0.0344,-0.0239
-0.0598,-0.0442,12.1594,0.9725,0.0504,12.3000,0.9425,0.0334,-0.0240
-0.0601,-0.0445,12.2593,0.9763,0.0495,12.4000,0.9458,0.0325,-0.0241
-0.0605,-0.0448,12.3592,0.9800,0.0486,12.5000,0.9490,0.0315,-0.0243
-0.0609,-0.0450,12.4592,0.9837,0.0477,12.6000,0.9521,0.0306,-0.0244
-0.0612,-0.0453,12.5591,0.9872,0.0468,12.7000,0.9551,0.0296,-0.0246
-0.0616,-0.0455,12.6591,0.9907,0.0459,12.8000,0.9580,0.0287,-0.0247
-0.0619,-0.0458,12.7590,0.9941,0.0450,12.9000,0.9608,0.0277,-0.0248
-0.0622,-0.0460,12.8590,0.9973,0.0441,13.0000,0.9636,0.0267,-0.0249
-0.0626,-0.0463,12.9589,1.0005,0.0431,13.1000,0.9662,0.0258,-0.0251
-0.0629,-0.0465,13.0589,1.0035,0.0422,13.2000,0.9687,0.0248,-0.0252
-0.0632,-0.0468,13.1589,1.0065,0.0413,13.3000,0.9711,0.0238,-0.0253
-0.0635,-0.0470,13.2588,1.0094,0.0403,13.4000,0.9735,0.0229,-0.0254
-0.0638,-0.0472,13.3588,1.0121,0.0394,13.5000,0.9757,0.0219,-0.0255
-0.0641,-0.0474,13.4588,1.0148,0.0385,13.6000,0.9779,0.0209,-0.0256
-0.0644,-0.0476,13.5588,1.0174,0.0375,13.7000,0.9799,0.0199,-0.0257
-0.0646,-0.0478,13.6587,1.0198,0.0366,13.8000,0.9819,0.0190,-0.0259
-0.0649,-0.0480,13.7587,1.0222,0.0356,13.9000,0.9837,0.0180,-0.0260
-0.0652,-0.0482,13.8587,1.0244,0.0346,14.0000,0.9855,0.0170,-0.0261
-0.0654,-0.0484,13.9587,1.0266,0.0337,14.1000,0.9871,0.0160,-0.0261
-0.0657,-0.0486,14.0587,1.0287,0.0327,14.2000,0.9887,0.0150,-0.0262
-0.0659,-0.0488,14.1587,1.0306,0.0317,14.3000,0.9901,0.0140,-0.0263
-0.0662,-0.0490,14.2586,1.0325,0.0308,14.4000,0.9915,0.0130,-0.0264
-0.0664,-0.0491,14.3586,1.0342,0.0298,14.5000,0.9927,0.0120,-0.0265
-0.0666,-0.0493,14.4586,1.0359,0.0288,14.6000,0.9939,0.0111,-0.0266
-0.0668,-0.0495,14.5586,1.0374,0.0278,14.7000,0.9949,0.0101,-0.0267
-0.0670,-0.0496,14.6586,1.0389,0.0268,14.8000,0.9959,0.0091,-0.0267
-0.0672,-0.0498,14.7586,1.0402,0.0258,14.9000,0.9967,0.0081,-0.0268
-0.0674,-0.0499,14.8586,1.0415,0.0248,15.0000,0.9975,0.0071,-0.0269
-0.0676,-0.0500,14.9586,1.0426,0.0238,15.1000,0.9982,0.0061,-0.0269
-0.0678,-0.0502,15.0586,1.0436,0.0228,15.2000,0.9987,0.0051,-0.0270
-0.0680,-0.0503,15.1586,1.0445,0.0218,15.3000,0.9992,0.0041,-0.0271
-0.0681,-0.0504,15.2587,1.0454,0.0208,15.4000,0.9995,0.0031,-0.0271
-0.0683,-0.0505,15.3587,1.0461,0.0198,15.5000,0.9998,0.0021,-0.0272
-0.0684,-0.0506,15.4587,1.0467,0.0188,15.6000,0.9999,0.0011,-0.0272
-0.0686,-0.0508,15.5587,1.0472,0.0178,15.7000,1.0000,0.0001,-0.0273
-0.0687,-0.0509,15.6587,1.0476,0.0168,15.8000,1.0000,-0.0009,-0.0273
-0.0688,-0.0509,15.7587,1.0479,0.0158,15.9000,0.9998,-0.0019,-0.0274
-0.0689,-0.0510,15.8587,1.0481,0.0147,16.0000,0.9996,-0.0029,-0.0274
-0.0690,-0.0511,15.9587,1.0482,0.0137,16.1000,0.9992,-0.0039,-0.0274
-0.0691,-0.0512,16.0587,1.0482,0.0127,16.2000,0.9988,-0.0049,-0.0275
-0.0692,-0.0513,16.1587,1.0481,0.0117,16.3000,0.9982,-0.0059,-0.0275
-0.0693,-0.0513,16.2587,1.0479,0.0107,16.4000,0.9976,-0.0069,-0.0275
-0.0694,-0.0514,16.3587,1.0476,0.0096,16.5000,0.9969,-0.0079,-0.0276
-0.0695,-0.0515,16.4588,1.0471,0.0086,16.6000,0.9960,-0.0089,-0.0276
-0.0696,-0.0515,16.5588,1.0466,0.0076,16.7000,0.9951,-0.0099,-0.0276
-0.0696,-0.0515,16.6588,1.0460,0.0065,16.8000,0.9940,-0.0109,-0.0276
-0.0697,-0.0516,16.7588,1.0452,0.0055,16.9000,0.9929,-0.0119,-0.0276
-0.0697,-0.0516,16.8588,1.0444,0.0045,17.0000,0.9917,-0.0129,-0.0277
-0.0697,-0.0516,16.9588,1.0435,0.0034,17.1000,0.9903,-0.0139,-0.0277
-0.0698,-0.0517,17.0588,1.0424,0.0024,17.2000,0.9889,-0.0149,-0.0277
-0.0698,-0.0517,17.1588,1.0412,0.0014,17.3000,0.9874,-0.0159,-0.0277
-0.0698,-0.0517,17.2588,1.0400,0.0003,17.4000,0.9857,-0.0168,-0.0277
-0.0698,-0.0517,17.3588,1.0386,-0.0007,17.5000,0.9840,-0.0178,-0.0277
-0.0698,-0.0517,17.4588,1.0372,-0.0017,17.6000,0.9822,-0.0188,-0.0277
-0.0698,-0.0517,17.5588,1.0356,-0.0028,17.7000,0.9802,-0.0198,-0.0276
-0.0698,-0.0517,17.6588,1.0339,-0.0038,17.8000,0.9782,-0.0208,-0.0276
-0.0698,-0.0517,17.7588,1.0321,-0.0048,17.9000,0.9761,-0.0217,-0.0276
-0.0697,-0.0517,17.8588,1.0303,-0.0059,18.0000,0.9738,-0.0227,-0.0276
-0.0697,-0.0516,17.9588,1.0283,-0.0069,18.1000,0.9715,-0.0237,-0.0276
-0.0697,-0.0516,18.0588,1.0262,-0.0079,18.2000,0.9691,-0.0247,-0.0276
-0.0696,-0.0516,18.1587,1.0240,-0.0090,18.3000,0.9666,-0.0256,-0.0275
-0.0695,-0.0515,18.2587,1.0217,-0.0100,18.4000,0.9640,-0.0266,-0.0275
-0.0695,-0.0515,18.3587,1.0193,-0.0110,18.5000,0.9613,-0.0276,-0.0275
-0.0694,-0.0514,18.4587,1.0168,-0.0120,18.6000,0.9585,-0.0285,-0.0274
-0.0693,-0.0513,18.5587,1.0143,-0.0131,18.7000,0.9556,-0.0295,-0.0274
-0.0692,-0.0513,18.6586,1.0116,-0.0141,18.8000,0.9526,-0.0304,-0.0273
-0.0691,-0.0512,18.7586,1.0088,-0.0151,18.9000,0.9495,-0.0314,-0.0273
-0.0690,-0.0511,18.8586,1.0059,-0.0162,19.0000,0.9463,-0.0323,-0.0273
-0.0689,-0.0511,18.9585,1.0029,-0.0172,19.1000,0.9430,-0.0333,-0.0272
-0.0688,-0.0510,19.0585,0.9998,-0.0182,19.2000,0.9396,-0.0342,-0.0271
-0.0687,-0.0509,19.1585,0.9966,-0.0192,19.3000,0.9362,-0.0351,-0.0271
-0.0685,-0.0508,19.2584,0.9933,-0.0202,19.4000,0.9326,-0.0361,-0.0270
-0.0684,-0.0507,19.3584,0.9899,-0.0213,19.5000,0.9290,-0.0370,-0.0270
-0.0683,-0.0506,19.4583,0.9864,-0.0223,19.6000,0.9252,-0.0379,-0.0269
-0.0681,-0.0505,19.5583,0.9828,-0.0233,19.7000,0.9214,-0.0388,-0.0268
-0.0679,-0.0503,19.6582,0.9791,-0.0243,19.8000,0.9174,-0.0398,-0.0268
-0.0678,-0.0502,19.7581,0.9753,-0.0253,19.9000,0.9134,-0.0407,-0.0267
-0.0676,-0.0501,19.8581,0.9715,-0.0263,20.0000,0.9093,-0.0416,-0.0266
-0.0674,-0.0499,19.9580,0.9675,-0.0273,20.1000,0.9051,-0.0425,-0.0265
-0.0672,-0.0498,20.0579,0.9634,-0.0283,20.2000,0.9008,-0.0434,-0.0265
-0.0670,-0.0497,20.1578,0.9592,-0.0293,20.3000,0.8964,-0.0443,-0.0264
-0.0668,-0.0495,20.2578,0.9550,-0.0303,20.4000,0.8919,-0.0452,-0.0263
-0.0666,-0.0494,20.3577,0.9506,-0.0313,20.5000,0.8874,-0.0461,-0.0262
-0.0664,-0.0492,20.4576,0.9461,-0.0323,20.6000,0.8827,-0.0470,-0.0261
-0.0662,-0.0490,20.5575,0.9416,-0.0332,20.7000,0.8780,-0.0478,-0.0260
-0.0659,-0.0489,20.6574,0.9369,-0.0342,20.8000,0.8731,-0.0487,-0.0259
-0.0657,-0.0487,20.7573,0.9322,-0.0352,20.9000,0.8682,-0.0496,-0.0258
-0.0655,-0.0485,20.8572,0.9274,-0.0362,21.0000,0.8632,-0.0504,-0.0257
-0.0652,-0.0483,20.9571,0.9224,-0.0371,21.1000,0.8581,-0.0513,-0.0256
-0.0649,-0.0481,21.0570,0.9174,-0.0381,21.2000,0.8529,-0.0522,-0.0255
-0.0647,-0.0479,21.1568,0.9123,-0.0391,21.3000,0.8477,-0.0530,-0.0254
-0.0644,-0.0477,21.2567,0.9071,-0.0400,21.4000,0.8423,-0.0538,-0.0253
-0.0641,-0.0475,21.3566,0.9018,-0.0410,21.5000,0.8369,-0.0547,-0.0252
-0.0638,-0.0473,21.4564,0.8964,-0.0419,21.6000,0.8314,-0.0555,-0.0250
-0.0635,-0.0471,21.5563,0.8910,-0.0429,21.7000,0.8258,-0.0563,-0.0249
-0.0632,-0.0469,21.6561,0.8854,-0.0438,21.8000,0.8201,-0.0572,-0.0248
-0.0629,-0.0467,21.7560,0.8798,-0.0448,21.9000,0.8143,-0.0580,-0.0247
-0.0626,-0.0464,21.8558,0.8740,-0.0457,22.0000,0.8085,-0.0588,-0.0245
-0.0623,-0.0462,21.9557,0.8682,-0.0466,22.1000,0.8026,-0.0596,-0.0244
-0.0620,-0.0460,22.0555,0.8623,-0.0476,22.2000,0.7966,-0.0604,-0.0243
-0.0617,-0.0457,22.1553,0.8563,-0.0485,22.3000,0.7905,-0.0612,-0.0241
-0.0613,-0.0455,22.2552,0.8502,-0.0494,22.4000,0.7843,-0.0620,-0.0240
-0.0610,-0.0452,22.3550,0.8441,-0.0503,22.5000,0.7781,-0.0627,-0.0239
-0.0606,-0.0449,22.4548,0.8378,-0.0512,22.6000,0.7717,-0.0635,-0.0237
-0.0603,-0.0447,22.5546,0.8315,-0.0521,22.7001,0.7654,-0.0643,-0.0236
-0.0599,-0.0444,22.6544,0.8251,-0.0530,22.8001,0.7589,-0.0650,-0.0234
-0.0595,-0.0441,22.7542,0.8186,-0.0539,22.9001,0.7523,-0.0658,-0.0233
-0.0592,-0.0439,22.8540,0.8120,-0.0548,23.0001,0.7457,-0.0665,-0.0231
-0.0588,-0.0436,22.9538,0.8054,-0.0556,23.1001,0.7390,-0.0673,-0.0230
-0.0584,-0.0433,23.0536,0.7986,-0.0565,23.2001,0.7322,-0.0680,-0.0228
-0.0580,-0.0430,23.1533,0.7918,-0.0574,23.3001,0.7254,-0.0687,-0.0226
-0.0576,-0.0427,23.2531,0.7849,-0.0582,23.4001,0.7185,-0.0694,-0.0225
-0.0572,-0.0424,23.3529,0.7780,-0.0591,23.5001,0.7115,-0.0702,-0.0223
-0.0568,-0.0421,23.4526,0.7709,-0.0599,23.6001,0.7044,-0.0709,-0.0221
-0.0564,-0.0418,23.5524,0.7638,-0.0608,23.7001,0.6973,-0.0716,-0.0220
-0.0560,-0.0415,23.6521,0.7566,-0.0616,23.8001,0.6901,-0.0722,-0.0218
-0.0555,-0.0412,23.7519,0.7493,-0.0625,23.9001,0.6828,-0.0729,-0.0216
-0.0551,-0.0409,23.8516,0.7420,-0.0633,24.0001,0.6755,-0.0736,-0.0214
-0.0547,-0.0405,23.9513,0.7345,-0.0641,24.1001,0.6681,-0.0743,-0.0213
-0.0542,-0.0402,24.0510,0.7270,-0.0649,24.2001,0.6606,-0.0749,-0.0211
-0.0538,-0.0399,24.1508,0.7195,-0.0657,24.3001,0.6530,-0.0756,-0.0209
-0.0533,-0.0396,24.2505,0.7118,-0.0665,24.4001,0.6454,-0.0762,-0.0207
-0.0529,-0.0392,24.3502,0.7041,-0.0673,24.5001,0.6378,-0.0769,-0.0205
-0.0524,-0.0389,24.4499,0.6963,-0.0681,24.6001,0.6300,-0.0775,-0.0203
-0.0519,-0.0385,24.5496,0.6885,-0.0689,24.7001,0.6222,-0.0781,-0.0202
-0.0515,-0.0382,24.6493,0.6806,-0.0696,24.8001,0.6144,-0.0787,-0.0200
-0.0510,-0.0378,24.7490,0.6726,-0.0704,24.9001,0.6064,-0.0793,-0.0198
-0.0505,-0.0375,24.8486,0.6645,-0.0711,25.0001,0.5985,-0.0799,-0.0196
-0.0500,-0.0371,24.9483,0.6564,-0.0719,25.1001,0.5904,-0.0805,-0.0194
-0.0495,-0.0367,25.0480,0.6482,-0.0726,25.2001,0.5823,-0.0811,-0.0192
-0.0490,-0.0364,25.1477,0.6400,-0.0734,25.3001,0.5742,-0.0817,-0.0190
-0.0485,-0.0360,25.2473,0.6317,-0.0741,25.4001,0.5660,-0.0823,-0.0188
-0.0480,-0.0356,25.3470,0.6233,-0.0748,25.5001,0.5577,-0.0828,-0.0186
-0.0475,-0.0352,25.4466,0.6149,-0.0755,25.6001,0.5494,-0.0834,-0.0184
-0.0470,-0.0349,25.5463,0.6064,-0.0762,25.7001,0.5410,-0.0839,-0.0181
-0.0464,-0.0345,25.6459,0.5978,-0.0769,25.8001,0.5325,-0.0844,-0.0179
-0.0459,-0.0341,25.7455,0.5892,-0.0776,25.9001,0.5240,-0.0850,-0.0177
-0.0454,-0.0337,25.8452,0.5806,-0.0783,26.0001,0.5155,-0.0855,-0.0175
-0.0448,-0.0333,25.9448,0.5718,-0.0790,26.1001,0.5069,-0.0860,-0.0173
-0.0443,-0.0329,26.0444,0.5630,-0.0796,26.2001,0.4983,-0.0865,-0.0171
-0.0438,-0.0325,26.1440,0.5542,-0.0803,26.3001,0.4896,-0.0870,-0.0168
-0.0432,-0.0321,26.2436,0.5453,-0.0810,26.4001,0.4808,-0.0875,-0.0166
-0.0427,-0.0317,26.3432,0.5364,-0.0816,26.5001,0.4720,-0.0879,-0.0164
-0.0421,-0.0312,26.4428,0.5274,-0.0822,26.6001,0.4632,-0.0884,-0.0162
-0.0415,-0.0308,26.5424,0.5183,-0.0829,26.7001,0.4543,-0.0889,-0.0160
-0.0410,-0.0304,26.6420,0.5092,-0.0835,26.8001,0.4454,-0.0893,-0.0157
-0.0404,-0.0300,26.7416,0.5001,-0.0841,26.9001,0.4364,-0.0897,-0.0155
-0.0398,-0.0296,26.8412,0.4909,-0.0847,27.0001,0.4274,-0.0902,-0.0153
-0.0392,-0.0291,26.9407,0.4816,-0.0853,27.1001,0.4183,-0.0906,-0.0150
-0.0387,-0.0287,27.0403,0.4723,-0.0859,27.2001,0.4092,-0.0910,-0.0148
-0.0381,-0.0283,27.1399,0.4630,-0.0864,27.3001,0.4001,-0.0914,-0.0146
-0.0375,-0.0278,27.2394,0.4536,-0.0870,27.4001,0.3909,-0.0918,-0.0143
-0.0369,-0.0274,27.3390,0.4441,-0.0875,27.5001,0.3817,-0.0922,-0.0141
-0.0363,-0.0270,27.4385,0.4347,-0.0881,27.6001,0.3724,-0.0925,-0.0138
-0.0357,-0.0265,27.5381,0.4251,-0.0886,27.7001,0.3631,-0.0929,-0.0136
-0.0351,-0.0261,27.6376,0.4156,-0.0892,27.8001,0.3538,-0.0933,-0.0134
-0.0345,-0.0256,27.7372,0.4060,-0.0897,27.9001,0.3444,-0.0936,-0.0131
-0.0339,-0.0252,27.8367,0.3963,-0.0902,28.0001,0.3350,-0.0939,-0.0129
-0.0333,-0.0247,27.9362,0.3866,-0.0907,28.1001,0.3255,-0.0943,-0.0126
-0.0326,-0.0243,28.0358,0.3769,-0.0912,28.2001,0.3161,-0.0946,-0.0124
-0.0320,-0.0238,28.1353,0.3672,-0.0917,28.3001,0.3066,-0.0949,-0.0121
-0.0314,-0.0233,28.2348,0.3574,-0.0922,28.4001,0.2970,-0.0952,-0.0119
-0.0308,-0.0229,28.3343,0.3475,-0.0926,28.5001,0.2875,-0.0955,-0.0116
