v,omega,x,y,phi,xr,yr,phir,delta
-0.0118,-0.0087,3.3836,0.3339,0.0977,3.5000,0.3429,0.0937,-0.0052
-0.0124,-0.0091,3.4831,0.3435,0.0975,3.6000,0.3523,0.0933,-0.0054
-0.0130,-0.0095,3.5827,0.3530,0.0973,3.7000,0.3616,0.0930,-0.0057
-0.0136,-0.0100,3.6822,0.3624,0.0971,3.8000,0.3709,0.0926,-0.0059
-0.0142,-0.0104,3.7818,0.3718,0.0969,3.9000,0.3802,0.0922,-0.0061
-0.0148,-0.0108,3.8813,0.3812,0.0967,4.0000,0.3894,0.0918,-0.0064
-0.0154,-0.0113,3.9809,0.3906,0.0965,4.1000,0.3986,0.0915,-0.0066
-0.0160,-0.0117,4.0804,0.3999,0.0963,4.2000,0.4078,0.0911,-0.0069
-0.0166,-0.0122,4.1800,0.4092,0.0960,4.3000,0.4169,0.0906,-0.0071
-0.0172,-0.0127,4.2796,0.4185,0.0958,4.4000,0.4259,0.0902,-0.0074
-0.0178,-0.0131,4.3792,0.4277,0.0955,4.5000,0.4350,0.0898,-0.0076
-0.0184,-0.0136,4.4787,0.4369,0.0953,4.6000,0.4439,0.0894,-0.0079
-0.0191,-0.0140,4.5783,0.4460,0.0950,4.7000,0.4529,0.0889,-0.0081
-0.0197,-0.0145,4.6779,0.4551,0.0947,4.8000,0.4618,0.0885,-0.0084
-0.0203,-0.0150,4.7775,0.4642,0.0944,4.9000,0.4706,0.0880,-0.0086
-0.0210,-0.0154,4.8771,0.4732,0.0941,5.0000,0.4794,0.0875,-0.0089
-0.0216,-0.0159,4.9767,0.4822,0.0938,5.1000,0.4882,0.0871,-0.0091
-0.0222,-0.0164,5.0763,0.4911,0.0935,5.2000,0.4969,0.0866,-0.0094
-0.0229,-0.0168,5.1759,0.5000,0.0932,5.3000,0.5055,0.0861,-0.0096
-0.0235,-0.0173,5.2755,0.5089,0.0928,5.4000,0.5141,0.0856,-0.0099
-0.0241,-0.0178,5.3751,0.5177,0.0925,5.5000,0.5227,0.0850,-0.0101
-0.0248,-0.0183,5.4747,0.5264,0.0921,5.6000,0.5312,0.0845,-0.0104
-0.0254,-0.0187,5.5743,0.5351,0.0918,5.7000,0.5396,0.0840,-0.0106
-0.0260,-0.0192,5.6740,0.5438,0.0914,5.8000,0.5480,0.0835,-0.0109
-0.0267,-0.0197,5.7736,0.5524,0.0910,5.9000,0.5564,0.0829,-0.0111
-0.0273,-0.0201,5.8732,0.5610,0.0906,6.0000,0.5646,0.0823,-0.0114
-0.0279,-0.0206,5.9729,0.5695,0.0902,6.1000,0.5729,0.0818,-0.0116
-0.0286,-0.0211,6.0725,0.5779,0.0898,6.2000,0.5810,0.0812,-0.0119
-0.0292,-0.0215,6.1722,0.5863,0.0894,6.3000,0.5891,0.0806,-0.0121
-0.0298,-0.0220,6.2718,0.5947,0.0889,6.4000,0.5972,0.0800,-0.0124
-0.0304,-0.0225,6.3715,0.6030,0.0885,6.5000,0.6052,0.0794,-0.0126
-0.0311,-0.0229,6.4711,0.6112,0.0881,6.6000,0.6131,0.0788,-0.0129
-0.0317,-0.0234,6.5708,0.6194,0.0876,6.7000,0.6210,0.0782,-0.0131
-0.0323,-0.0238,6.6705,0.6275,0.0871,6.8000,0.6288,0.0776,-0.0134
-0.0329,-0.0243,6.7702,0.6355,0.0867,6.9000,0.6365,0.0770,-0.0136
-0.0335,-0.0248,6.8698,0.6435,0.0862,7.0000,0.6442,0.0763,-0.0138
-0.0342,-0.0252,6.9695,0.6515,0.0857,7.1000,0.6518,0.0757,-0.0141
-0.0348,-0.0257,7.0692,0.6594,0.0852,7.2000,0.6594,0.0750,-0.0143
-0.0354,-0.0261,7.1689,0.6672,0.0847,7.3000,0.6669,0.0744,-0.0146
-0.0360,-0.0266,7.2686,0.6749,0.0841,7.4000,0.6743,0.0737,-0.0148
-0.0366,-0.0270,7.3683,0.6826,0.0836,7.5000,0.6816,0.0730,-0.0150
-0.0372,-0.0274,7.4680,0.6902,0.0831,7.6000,0.6889,0.0724,-0.0153
-0.0378,-0.0279,7.5678,0.6978,0.0825,7.7000,0.6961,0.0717,-0.0155
-0.0384,-0.0283,7.6675,0.7053,0.0820,7.8000,0.7033,0.0710,-0.0157
-0.0389,-0.0288,7.7672,0.7127,0.0814,7.9000,0.7104,0.0703,-0.0159
-0.0395,-0.0292,7.8669,0.7200,0.0808,8.0000,0.7174,0.0696,-0.0162
-0.0401,-0.0296,7.9667,0.7273,0.0802,8.1000,0.7243,0.0688,-0.0164
-0.0407,-0.0300,8.0664,0.7345,0.0796,8.2000,0.7311,0.0681,-0.0166
-0.0412,-0.0305,8.1662,0.7417,0.0790,8.3000,0.7379,0.0674,-0.0168
-0.0418,-0.0309,8.2659,0.7488,0.0784,8.4000,0.7446,0.0666,-0.0171
-0.0424,-0.0313,8.3657,0.7558,0.0778,8.5000,0.7513,0.0659,-0.0173
-0.0429,-0.0317,8.4654,0.7627,0.0772,8.6000,0.7578,0.0652,-0.0175
-0.0435,-0.0321,8.5652,0.7695,0.0766,8.7000,0.7643,0.0644,-0.0177
-0.0440,-0.0325,8.6650,0.7763,0.0759,8.8000,0.7707,0.0636,-0.0179
-0.0446,-0.0329,8.7648,0.7830,0.0753,8.9000,0.7771,0.0629,-0.0181
-0.0451,-0.0333,8.8645,0.7897,0.0746,9.0000,0.7833,0.0621,-0.0184
-0.0457,-0.0337,8.9643,0.7962,0.0739,9.1000,0.7895,0.0613,-0.0186
-0.0462,-0.0341,9.0641,0.8027,0.0733,9.2000,0.7956,0.0605,-0.0188
-0.0467,-0.0345,9.1639,0.8091,0.0726,9.3000,0.8016,0.0597,-0.0190
-0.0472,-0.0349,9.2637,0.8154,0.0719,9.4000,0.8076,0.0589,-0.0192
-0.0478,-0.0353,9.3635,0.8216,0.0712,9.5000,0.8134,0.0581,-0.0194
-0.0483,-0.0357,9.4634,0.8278,0.0705,9.6000,0.8192,0.0573,-0.0196
-0.0488,-0.0361,9.5632,0.8339,0.0698,9.7000,0.8249,0.0565,-0.0198
-0.0493,-0.0364,9.6630,0.8399,0.0690,9.8000,0.8305,0.0556,-0.0200
-0.0498,-0.0368,9.7628,0.8458,0.0683,9.9000,0.8360,0.0548,-0.0202
-0.0503,-0.0372,9.8627,0.8516,0.0676,10.0000,0.8415,0.0540,-0.0203
-0.0507,-0.0375,9.9625,0.8574,0.0668,10.1000,0.8468,0.0531,-0.0205
-0.0512,-0.0379,10.0623,0.8631,0.0661,10.2000,0.8521,0.0523,-0.0207
-0.0517,-0.0382,10.1622,0.8686,0.0653,10.3000,0.8573,0.0514,-0.0209
-0.0522,-0.0386,10.2621,0.8741,0.0646,10.4000,0.8624,0.0506,-0.0211
-0.0526,-0.0389,10.3619,0.8795,0.0638,10.5000,0.8674,0.0497,-0.0213
-0.0531,-0.0393,10.4618,0.8849,0.0630,10.6000,0.8724,0.0488,-0.0214
-0.0535,-0.0396,10.5616,0.8901,0.0622,10.7000,0.8772,0.0480,-0.0216
-0.0540,-0.0399,10.6615,0.8953,0.0614,10.8000,0.8820,0.0471,-0.0218
-0.0544,-0.0402,10.7614,0.9003,0.0606,10.9000,0.8866,0.0462,-0.0219
-0.0549,-0.0406,10.8613,0.9053,0.0598,11.0000,0.8912,0.0453,-0.0221
-0.0553,-0.0409,10.9612,0.9102,0.0590,11.1000,0.8957,0.0444,-0.0223
-0.0557,-0.0412,11.0611,0.9150,0.0582,11.2000,0.9001,0.0435,-0.0224
-0.0561,-0.0415,11.1609,0.9197,0.0574,11.3000,0.9044,0.0426,-0.0226
-0.0565,-0.0418,11.2608,0.9243,0.0566,11.4000,0.9086,0.0417,-0.0228
-0.0569,-0.0421,11.3608,0.9288,0.0557,11.5000,0.9128,0.0408,-0.0229
-0.0573,-0.0424,11.4607,0.9332,0.0549,11.6000,0.9168,0.0399,-0.0231
-0.0577,-0.0427,11.5606,0.9376,0.0540,11.7000,0.9208,0.0390,-0.0232
-0.0581,-0.0430,11.6605,0.9418,0.0532,11.8000,0.9246,0.0381,-0.0234
-0.0585,-0.0433,11.7604,0.9460,0.0523,11.9000,0.9284,0.0371,-0.0235
-0.0589,-0.0435,11.8603,0.9500,0.0514,12.0000,0.9320,0.0362,-0.0236
-0.0592,-0.0438,11.9603,0.9540,0.0506,12.1000,0.9356,0.0353,-0.0238
-0.0596,-0.0441,12.0602,0.9579,0.0497,12.2000,0.9391,0.0344,-0.0239
-0.0599,-0.0443,12.1601,0.9617,0.0488,12.3000,0.9425,0.0334,-0.0241
-0.0603,-0.0446,12.2601,0.9653,0.0479,12.4000,0.9458,0.0325,-0.0242
-0.0606,-0.0449,12.3600,0.9689,0.0470,12.5000,0.9490,0.0315,-0.0243
-0.0610,-0.0451,12.4600,0.9724,0.0461,12.6000,0.9521,0.0306,-0.0244
-0.0613,-0.0453,12.5599,0.9758,0.0452,12.7000,0.9551,0.0296,-0.0246
-0.0616,-0.0456,12.6599,0.9791,0.0443,12.8000,0.9580,0.0287,-0.0247
-0.0619,-0.0458,12.7598,0.9823,0.0434,12.9000,0.9608,0.0277,-0.0248
-0.0622,-0.0460,12.8598,0.9854,0.0425,13.0000,0.9636,0.0267,-0.0249
-0.0625,-0.0463,12.9597,0.9884,0.0416,13.1000,0.9662,0.0258,-0.0250
-0.0628,-0.0465,13.0597,0.9913,0.0407,13.2000,0.9687,0.0248,-0.0252
-0.0631,-0.0467,13.1597,0.9941,0.0397,13.3000,0.9711,0.0238,-0.0253
-0.0634,-0.0469,13.2596,0.9969,0.0388,13.4000,0.9735,0.0229,-0.0254
-0.0637,-0.0471,13.3596,0.9995,0.0379,13.5000,0.9757,0.0219,-0.0255
-0.0639,-0.0473,13.4596,1.0020,0.0369,13.6000,0.9779,0.0209,-0.0256
-0.0642,-0.0475,13.5596,1.0044,0.0360,13.7000,0.9799,0.0199,-0.0257
-0.0645,-0.0477,13.6596,1.0067,0.0350,13.8000,0.9819,0.0190,-0.0258
-0.0647,-0.0479,13.7595,1.0089,0.0341,13.9000,0.9837,0.0180,-0.0259
-0.0649,-0.0481,13.8595,1.0110,0.0331,14.0000,0.9855,0.0170,-0.0259
-0.0652,-0.0482,13.9595,1.0130,0.0321,14.1000,0.9871,0.0160,-0.0260
-0.0654,-0.0484,14.0595,1.0150,0.0312,14.2000,0.9887,0.0150,-0.0261
-0.0656,-0.0486,14.1595,1.0168,0.0302,14.3000,0.9901,0.0140,-0.0262
-0.0658,-0.0487,14.2595,1.0185,0.0292,14.4000,0.9915,0.0130,-0.0263
-0.0660,-0.0489,14.3595,1.0201,0.0283,14.5000,0.9927,0.0120,-0.0263
-0.0662,-0.0490,14.4595,1.0216,0.0273,14.6000,0.9939,0.0111,-0.0264
-0.0664,-0.0492,14.5595,1.0230,0.0263,14.7000,0.9949,0.0101,-0.0265
-0.0666,-0.0493,14.6595,1.0243,0.0253,14.8000,0.9959,0.0091,-0.0266
-0.0668,-0.0494,14.7595,1.0255,0.0243,14.9000,0.9967,0.0081,-0.0266
-0.0670,-0.0496,14.8595,1.0266,0.0233,15.0000,0.9975,0.0071,-0.0267
-0.0671,-0.0497,14.9595,1.0276,0.0224,15.1000,0.9982,0.0061,-0.0267
-0.0673,-0.0498,15.0595,1.0285,0.0214,15.2000,0.9987,0.0051,-0.0268
-0.0674,-0.0499,15.1595,1.0293,0.0204,15.3000,0.9992,0.0041,-0.0268
-0.0676,-0.0500,15.2595,1.0300,0.0194,15.4000,0.9995,0.0031,-0.0269
-0.0677,-0.0501,15.3595,1.0305,0.0184,15.5000,0.9998,0.0021,-0.0269
-0.0678,-0.0502,15.4595,1.0310,0.0174,15.6000,0.9999,0.0011,-0.0270
-0.0680,-0.0503,15.5595,1.0314,0.0164,15.7000,1.0000,0.0001,-0.0270
-0.0681,-0.0504,15.6595,1.0317,0.0154,15.8000,1.0000,-0.0009,-0.0271
-0.0682,-0.0505,15.7596,1.0319,0.0143,15.9000,0.9998,-0.0019,-0.0271
-0.0683,-0.0506,15.8596,1.0319,0.0133,16.0000,0.9996,-0.0029,-0.0271
-0.0684,-0.0506,15.9596,1.0319,0.0123,16.1000,0.9992,-0.0039,-0.0272
-0.0685,-0.0507,16.0596,1.0318,0.0113,16.2000,0.9988,-0.0049,-0.0272
-0.0685,-0.0508,16.1596,1.0315,0.0103,16.3000,0.9982,-0.0059,-0.0272
-0.0686,-0.0508,16.2596,1.0312,0.0093,16.4000,0.9976,-0.0069,-0.0272
-0.0687,-0.0509,16.3596,1.0307,0.0083,16.5000,0.9969,-0.0079,-0.0273
-0.0687,-0.0509,16.4596,1.0302,0.0073,16.6000,0.9960,-0.0089,-0.0273
-0.0688,-0.0509,16.5596,1.0295,0.0062,16.7000,0.9951,-0.0099,-0.0273
-0.0688,-0.0510,16.6596,1.0288,0.0052,16.8000,0.9940,-0.0109,-0.0273
-0.0689,-0.0510,16.7596,1.0279,0.0042,16.9000,0.9929,-0.0119,-0.0273
-0.0689,-0.0510,16.8596,1.0270,0.0032,17.0000,0.9917,-0.0129,-0.0273
-0.0689,-0.0510,16.9596,1.0259,0.0022,17.1000,0.9903,-0.0139,-0.0273
-0.0689,-0.0510,17.0596,1.0248,0.0011,17.2000,0.9889,-0.0149,-0.0273
-0.0689,-0.0510,17.1596,1.0235,0.0001,17.3000,0.9874,-0.0159,-0.0273
-0.0689,-0.0510,17.2596,1.0221,-0.0009,17.4000,0.9857,-0.0168,-0.0273
-0.0689,-0.0510,17.3596,1.0207,-0.0019,17.5000,0.9840,-0.0178,-0.0273
-0.0689,-0.0510,17.4596,1.0191,-0.0029,17.6000,0.9822,-0.0188,-0.0273
-0.0689,-0.0510,17.5596,1.0174,-0.0040,17.7000,0.9802,-0.0198,-0.0273
-0.0688,-0.0510,17.6596,1.0156,-0.0050,17.8000,0.9782,-0.0208,-0.0272
-0.0688,-0.0510,17.7596,1.0138,-0.0060,17.9000,0.9761,-0.0217,-0.0272
-0.0688,-0.0509,17.8596,1.0118,-0.0070,18.0000,0.9738,-0.0227,-0.0272
-0.0687,-0.0509,17.9596,1.0097,-0.0080,18.1000,0.9715,-0.0237,-0.0272
-0.0687,-0.0509,18.0596,1.0075,-0.0091,18.2000,0.9691,-0.0247,-0.0271
-0.0686,-0.0508,18.1596,1.0052,-0.0101,18.3000,0.9666,-0.0256,-0.0271
-0.0685,-0.0508,18.2596,1.0029,-0.0111,18.4000,0.9640,-0.0266,-0.0271
-0.0684,-0.0507,18.3595,1.0004,-0.0121,18.5000,0.9613,-0.0276,-0.0270
-0.0683,-0.0506,18.4595,0.9978,-0.0131,18.6000,0.9585,-0.0285,-0.0270
-0.0683,-0.0506,18.5595,0.9951,-0.0141,18.7000,0.9556,-0.0295,-0.0270
-0.0682,-0.0505,18.6594,0.9923,-0.0152,18.8000,0.9526,-0.0304,-0.0269
-0.0680,-0.0504,18.7594,0.9895,-0.0162,18.9000,0.9495,-0.0314,-0.0269
-0.0679,-0.0503,18.8594,0.9865,-0.0172,19.0000,0.9463,-0.0323,-0.0268
-0.0678,-0.0502,18.9593,0.9834,-0.0182,19.1000,0.9430,-0.0333,-0.0268
-0.0677,-0.0501,19.0593,0.9802,-0.0192,19.2000,0.9396,-0.0342,-0.0267
-0.0675,-0.0500,19.1593,0.9770,-0.0202,19.3000,0.9362,-0.0351,-0.0266
-0.0674,-0.0499,19.2592,0.9736,-0.0212,19.4000,0.9326,-0.0361,-0.0266
-0.0672,-0.0498,19.3592,0.9701,-0.0222,19.5000,0.9290,-0.0370,-0.0265
-0.0671,-0.0497,19.4591,0.9666,-0.0232,19.6000,0.9252,-0.0379,-0.0264
-0.0669,-0.0496,19.5590,0.9629,-0.0242,19.7000,0.9214,-0.0388,-0.0264
-0.0668,-0.0495,19.6590,0.9592,-0.0252,19.8000,0.9174,-0.0398,-0.0263
-0.0666,-0.0493,19.7589,0.9553,-0.0262,19.9000,0.9134,-0.0407,-0.0262
-0.0664,-0.0492,19.8589,0.9514,-0.0271,20.0000,0.9093,-0.0416,-0.0261
-0.0662,-0.0491,19.9588,0.9473,-0.0281,20.1000,0.9051,-0.0425,-0.0261
-0.0660,-0.0489,20.0587,0.9432,-0.0291,20.2000,0.9008,-0.0434,-0.0260
-0.0658,-0.0488,20.1586,0.9390,-0.0301,20.3000,0.8964,-0.0443,-0.0259
-0.0656,-0.0486,20.2585,0.9346,-0.0311,20.4000,0.8919,-0.0452,-0.0258
-0.0654,-0.0484,20.3584,0.9302,-0.0320,20.5000,0.8874,-0.0461,-0.0257
-0.0651,-0.0483,20.4584,0.9257,-0.0330,20.6000,0.8827,-0.0470,-0.0256
-0.0649,-0.0481,20.5583,0.9211,-0.0340,20.7000,0.8780,-0.0478,-0.0255
-0.0647,-0.0479,20.6582,0.9164,-0.0349,20.8000,0.8731,-0.0487,-0.0254
-0.0644,-0.0477,20.7580,0.9116,-0.0359,20.9000,0.8682,-0.0496,-0.0253
-0.0642,-0.0476,20.8579,0.9068,-0.0368,21.0000,0.8632,-0.0504,-0.0252
-0.0639,-0.0474,20.9578,0.9018,-0.0378,21.1000,0.8581,-0.0513,-0.0251
-0.0636,-0.0472,21.0577,0.8967,-0.0387,21.2000,0.8529,-0.0522,-0.0250
-0.0634,-0.0470,21.1576,0.8916,-0.0397,21.3000,0.8477,-0.0530,-0.0249
-0.0631,-0.0468,21.2575,0.8864,-0.0406,21.4000,0.8423,-0.0538,-0.0247
-0.0628,-0.0466,21.3573,0.8810,-0.0416,21.5000,0.8369,-0.0547,-0.0246
-0.0625,-0.0463,21.4572,0.8756,-0.0425,21.6000,0.8314,-0.0555,-0.0245
-0.0622,-0.0461,21.5570,0.8701,-0.0434,21.7000,0.8258,-0.0563,-0.0244
-0.0619,-0.0459,21.6569,0.8645,-0.0443,21.8000,0.8201,-0.0572,-0.0243
-0.0616,-0.0457,21.7567,0.8589,-0.0453,21.9000,0.8143,-0.0580,-0.0241
-0.0613,-0.0454,21.8566,0.8531,-0.0462,22.0000,0.8085,-0.0588,-0.0240
-0.0610,-0.0452,21.9564,0.8473,-0.0471,22.1000,0.8026,-0.0596,-0.0239
-0.0606,-0.0449,22.0562,0.8414,-0.0480,22.2000,0.7966,-0.0604,-0.0237
-0.0603,-0.0447,22.1561,0.8353,-0.0489,22.3000,0.7905,-0.0612,-0.0236
-0.0600,-0.0444,22.2559,0.8293,-0.0498,22.4000,0.7843,-0.0620,-0.0234
-0.0596,-0.0442,22.3557,0.8231,-0.0507,22.5000,0.7781,-0.0627,-0.0233
-0.0593,-0.0439,22.4555,0.8168,-0.0515,22.6000,0.7717,-0.0635,-0.0232
-0.0589,-0.0437,22.5553,0.8105,-0.0524,22.7001,0.7654,-0.0643,-0.0230
-0.0585,-0.0434,22.6551,0.8041,-0.0533,22.8001,0.7589,-0.0650,-0.0229
-0.0582,-0.0431,22.7549,0.7976,-0.0542,22.9001,0.7523,-0.0658,-0.0227
-0.0578,-0.0428,22.8547,0.7910,-0.0550,23.0001,0.7457,-0.0665,-0.0226
-0.0574,-0.0426,22.9545,0.7844,-0.0559,23.1001,0.7390,-0.0673,-0.0224
-0.0570,-0.0423,23.0543,0.7776,-0.0567,23.2001,0.7322,-0.0680,-0.0222
-0.0566,-0.0420,23.1541,0.7708,-0.0576,23.3001,0.7254,-0.0687,-0.0221
-0.0562,-0.0417,23.2538,0.7639,-0.0584,23.4001,0.7185,-0.0694,-0.0219
-0.0558,-0.0414,23.3536,0.7570,-0.0593,23.5001,0.7115,-0.0702,-0.0217
-0.0554,-0.0411,23.4533,0.7499,-0.0601,23.6001,0.7044,-0.0709,-0.0216
-0.0550,-0.0408,23.5531,0.7428,-0.0609,23.7001,0.6973,-0.0716,-0.0214
-0.0546,-0.0405,23.6528,0.7356,-0.0617,23.8001,0.6901,-0.0722,-0.0212
-0.0541,-0.0401,23.7526,0.7284,-0.0625,23.9001,0.6828,-0.0729,-0.0211
-0.0537,-0.0398,23.8523,0.7211,-0.0633,24.0001,0.6755,-0.0736,-0.0209
-0.0533,-0.0395,23.9521,0.7137,-0.0641,24.1001,0.6681,-0.0743,-0.0207
-0.0528,-0.0392,24.0518,0.7062,-0.0649,24.2001,0.6606,-0.0749,-0.0205
-0.0524,-0.0388,24.1515,0.6986,-0.0657,24.3001,0.6530,-0.0756,-0.0203
-0.0519,-0.0385,24.2512,0.6910,-0.0665,24.4001,0.6454,-0.0762,-0.0202
-0.0515,-0.0382,24.3509,0.6833,-0.0672,24.5001,0.6378,-0.0769,-0.0200
-0.0510,-0.0378,24.4506,0.6756,-0.0680,24.6001,0.6300,-0.0775,-0.0198
-0.0505,-0.0375,24.5503,0.6678,-0.0688,24.7001,0.6222,-0.0781,-0.0196
-0.0500,-0.0371,24.6500,0.6599,-0.0695,24.8001,0.6144,-0.0787,-0.0194
-0.0496,-0.0368,24.7497,0.6520,-0.0703,24.9001,0.6064,-0.0793,-0.0192
-0.0491,-0.0364,24.8494,0.6440,-0.0710,25.0001,0.5985,-0.0799,-0.0190
-0.0486,-0.0361,24.9491,0.6359,-0.0717,25.1001,0.5904,-0.0805,-0.0188
-0.0481,-0.0357,25.0488,0.6277,-0.0724,25.2001,0.5823,-0.0811,-0.0186
-0.0476,-0.0353,25.1484,0.6195,-0.0732,25.3001,0.5742,-0.0817,-0.0184
-0.0471,-0.0349,25.2481,0.6113,-0.0739,25.4001,0.5660,-0.0823,-0.0182
-0.0466,-0.0346,25.3477,0.6030,-0.0746,25.5001,0.5577,-0.0828,-0.0180
-0.0461,-0.0342,25.4474,0.5946,-0.0753,25.6001,0.5494,-0.0834,-0.0178
-0.0456,-0.0338,25.5470,0.5862,-0.0759,25.7001,0.5410,-0.0839,-0.0176
-0.0450,-0.0334,25.6467,0.5777,-0.0766,25.8001,0.5325,-0.0844,-0.0174
-0.0445,-0.0330,25.7463,0.5691,-0.0773,25.9001,0.5240,-0.0850,-0.0172
-0.0440,-0.0326,25.8460,0.5605,-0.0779,26.0001,0.5155,-0.0855,-0.0170
-0.0434,-0.0322,25.9456,0.5518,-0.0786,26.1001,0.5069,-0.0860,-0.0167
-0.0429,-0.0318,26.0452,0.5431,-0.0792,26.2001,0.4983,-0.0865,-0.0165
-0.0424,-0.0314,26.1448,0.5343,-0.0799,26.3001,0.4896,-0.0870,-0.0163
-0.0418,-0.0310,26.2444,0.5255,-0.0805,26.4001,0.4808,-0.0875,-0.0161
-0.0413,-0.0306,26.3440,0.5166,-0.0811,26.5001,0.4720,-0.0879,-0.0159
-0.0407,-0.0302,26.4436,0.5077,-0.0817,26.6001,0.4632,-0.0884,-0.0156
-0.0402,-0.0298,26.5432,0.4987,-0.0823,26.7001,0.4543,-0.0889,-0.0154
-0.0396,-0.0294,26.6428,0.4897,-0.0829,26.8001,0.4454,-0.0893,-0.0152
-0.0390,-0.0290,26.7424,0.4806,-0.0835,26.9001,0.4364,-0.0897,-0.0150
-0.0385,-0.0286,26.8420,0.4715,-0.0841,27.0001,0.4274,-0.0902,-0.0147
-0.0379,-0.0281,26.9416,0.4624,-0.0847,27.1001,0.4183,-0.0906,-0.0145
-0.0373,-0.0277,27.0412,0.4531,-0.0852,27.2001,0.4092,-0.0910,-0.0143
-0.0367,-0.0273,27.1408,0.4439,-0.0858,27.3001,0.4001,-0.0914,-0.0140
-0.0361,-0.0268,27.2403,0.4346,-0.0863,27.4001,0.3909,-0.0918,-0.0138
-0.0355,-0.0264,27.3399,0.4252,-0.0869,27.5001,0.3817,-0.0922,-0.0136
-0.0350,-0.0260,27.4394,0.4159,-0.0874,27.6001,0.3724,-0.0925,-0.0133
-0.0344,-0.0255,27.5390,0.4064,-0.0879,27.7001,0.3631,-0.0929,-0.0131
-0.0338,-0.0251,27.6386,0.3970,-0.0884,27.8001,0.3538,-0.0933,-0.0128
-0.0332,-0.0246,27.7381,0.3875,-0.0889,27.9001,0.3444,-0.0936,-0.0126
-0.0326,-0.0242,27.8377,0.3779,-0.0894,28.0001,0.3350,-0.0939,-0.0124
-0.0320,-0.0237,27.9372,0.3683,-0.0899,28.1001,0.3255,-0.0943,-0.0121
-0.0313,-0.0233,28.0367,0.3587,-0.0904,28.2001,0.3161,-0.0946,-0.0119
-0.0307,-0.0228,28.1363,0.3491,-0.0909,28.3001,0.3066,-0.0949,-0.0116
-0.0301,-0.0224,28.2358,0.3394,-0.0913,28.4001,0.2970,-0.0952,-0.0114
-0.0295,-0.0219,28.3353,0.3297,-0.0918,28.5001,0.2875,-0.0955,-0.0111
